Password,Has Lowercase,Has Uppercase,Has Special Character,Length,Strength,Has Number,Character Variety Score,Is Long Password,Estimated Score
"uwk,d3mi~s",True,False,True,10,Medium,True,3,False,60
x#A`0m(yw4,True,True,True,10,Strong,True,4,False,70
"H\kV+#),",True,True,True,8,Strong,False,3,False,54
NPBXr)}ml5Q3,True,True,True,12,Strong,True,4,True,91
")""S3BXWT_^<W1",False,True,True,13,Medium,True,3,True,84
5L^y9b,True,True,True,6,Medium,True,4,False,58
)n6i&9ki|S;,True,True,True,11,Strong,True,4,False,73
"""ei",True,False,True,3,Weak,False,2,False,29
9qKl_^',True,True,True,7,Medium,True,4,False,61
kF=g,True,True,True,4,Weak,False,3,False,42
bF\xwq<,True,True,True,7,Medium,False,3,False,51
&R9,False,True,True,3,Weak,True,3,False,39
"]Nl}5I|yT~QY,",True,True,True,13,Strong,True,4,True,94
1wiXCQsKu6Ot!,True,True,True,13,Strong,True,4,True,94
wJo\[0&aAKWk,True,True,True,12,Strong,True,4,True,91
\0pt,True,False,True,4,Weak,True,3,False,42
Mmh{+r;3wcNFiA#M,True,True,True,16,Strong,True,4,True,100
ANh^,True,True,True,4,Weak,False,3,False,42
"q7O4&+PR+,c>KuK",True,True,True,15,Strong,True,4,True,100
Guurg9|]UQeF%F,True,True,True,14,Strong,True,4,True,97
gTC^>i'KsDWnfG-n,True,True,True,16,Strong,False,3,True,93
B8paZt%?F,True,True,True,9,Strong,True,4,False,67
)8tJlHR)EiHS`,True,True,True,13,Strong,True,4,True,94
J]7k5Z^/;XR<!A,True,True,True,14,Strong,True,4,True,97
"-ia~AVY]G5wo\,d",True,True,True,15,Strong,True,4,True,100
La!h,True,True,True,4,Weak,False,3,False,42
"CwWio19""",True,True,True,8,Strong,True,4,False,64
OwRJ,True,True,False,4,Weak,False,2,False,32
D!>PY(Y,False,True,True,7,Medium,False,2,False,41
Wlz1C,True,True,False,5,Weak,True,3,False,45
QZCfjcv:_cXyhA52,True,True,True,16,Strong,True,4,True,100
>.:%nDNTrc,True,True,True,10,Strong,False,3,False,60
jvlcO,True,True,False,5,Weak,False,2,False,35
`m/,True,False,True,3,Weak,False,2,False,29
XG}2$c,True,True,True,6,Medium,True,4,False,58
cKeVXxOpG,True,True,False,9,Medium,False,2,False,47
P6dq2!9wi72e,True,True,True,12,Strong,True,4,True,91
oi*z,True,False,True,4,Weak,False,2,False,32
kHFGF.j?IJ,True,True,True,10,Strong,False,3,False,60
w\l#rTDU/x67,True,True,True,12,Strong,True,4,True,91
")vYsuXYTr""#",True,True,True,11,Strong,False,3,False,63
x@6PL5nEntH,True,True,True,11,Strong,True,4,False,73
-.uvc7-]GK=dvG,True,True,True,14,Strong,True,4,True,97
s=AJ{M->n,True,True,True,9,Strong,False,3,False,57
C<d-`B>g,True,True,True,8,Strong,False,3,False,54
"62X}:7""",False,True,True,7,Medium,True,3,False,51
#?0Ascf~C>lG*qQS,True,True,True,16,Strong,True,4,True,100
Yp'<iCt`YKs,True,True,True,11,Strong,False,3,False,63
7::,False,False,True,3,Weak,True,2,False,29
]t',True,False,True,3,Weak,False,2,False,29
DD4>@FB2_qHd&Ebh,True,True,True,16,Strong,True,4,True,100
JY7\{$0&LB3,False,True,True,11,Medium,True,3,False,63
-oKQ~N9IMEhm@,True,True,True,13,Strong,True,4,True,94
Y|S,False,True,True,3,Weak,False,2,False,29
"M""?q/h+",True,True,True,7,Medium,False,3,False,51
iPmlL,True,True,False,5,Weak,False,2,False,35
B''Eh2LWY7,True,True,True,10,Strong,True,4,False,70
zqv)-AE2y5,True,True,True,10,Strong,True,4,False,70
G@Uc,True,True,True,4,Weak,False,3,False,42
;uq]&x,True,False,True,6,Medium,False,2,False,38
Vu&n<,True,True,True,5,Weak,False,3,False,45
"kk>hnwQu_G0,CPc",True,True,True,15,Strong,True,4,True,100
{>W~0,False,True,True,5,Weak,True,3,False,45
(7L~/exjy'~Fe4-,True,True,True,15,Strong,True,4,True,100
zoq;TL;s@h=;^%H-,True,True,True,16,Strong,False,3,True,93
J[>tCC\|n05#XL,True,True,True,14,Strong,True,4,True,97
IT00k,True,True,False,5,Weak,True,3,False,45
@--ICsG>0f,True,True,True,10,Strong,True,4,False,70
)[A|'6\jj)pB_O,True,True,True,14,Strong,True,4,True,97
"ov<[H@=be,_QB",True,True,True,13,Strong,False,3,True,84
YrY5K=hT/,True,True,True,9,Strong,True,4,False,67
&@Y_l7,True,True,True,6,Medium,True,4,False,58
K>6=onWeQ5^F1A.,True,True,True,15,Strong,True,4,True,100
;XvZ,True,True,True,4,Weak,False,3,False,42
7[_DJR6#kt=,True,True,True,11,Strong,True,4,False,73
{[ZT^dwpPy+,True,True,True,11,Strong,False,3,False,63
"sSXzH'""|z""pB*~D2",True,True,True,16,Strong,True,4,True,100
"\njTX\LV[+I&""",True,True,True,13,Strong,False,3,True,84
o22YNwz3a8,True,True,False,10,Medium,True,3,False,60
wR-Mlyu'rvo7mND,True,True,True,15,Strong,True,4,True,100
6>rAFk#M,True,True,True,8,Strong,True,4,False,64
euSuaw',True,True,True,7,Medium,False,3,False,51
^24Pf!,True,True,True,6,Medium,True,4,False,58
DP=iJ0\>w,True,True,True,9,Strong,True,4,False,67
pq5a[{PEu''UN,True,True,True,13,Strong,True,4,True,94
ZC.SPi7Q,True,True,True,8,Strong,True,4,False,64
d5|#0m@<T',True,True,True,10,Strong,True,4,False,70
0eI'MX@,True,True,True,7,Medium,True,4,False,61
17%7OC<@&NBFu\,True,True,True,14,Strong,True,4,True,97
Kx:ew^\T+(S3u,True,True,True,13,Strong,True,4,True,94
MBna-Ix}v,True,True,True,9,Strong,False,3,False,57
qN\]p6CR],True,True,True,9,Strong,True,4,False,67
NS3M?inz98,True,True,True,10,Strong,True,4,False,70
T9W,False,True,False,3,Weak,True,2,False,29
^pl_,True,False,True,4,Weak,False,2,False,32
]dYa>ViaXM/,True,True,True,11,Strong,False,3,False,63
'YBw,True,True,True,4,Weak,False,3,False,42
@Y$Yg',True,True,True,6,Medium,False,3,False,48
"efOU+,/NiDEb",True,True,True,12,Strong,False,3,True,81
7.E'#,False,True,True,5,Weak,True,3,False,45
",iP^",True,True,True,4,Weak,False,3,False,42
U_00Jds/GMJ,True,True,True,11,Strong,True,4,False,73
5[tmg,True,False,True,5,Weak,True,3,False,45
"=9a+i""o`",True,False,True,8,Medium,True,3,False,54
hhcr?%9syqIXY,True,True,True,13,Strong,True,4,True,94
;W]8Xb2?~}S,True,True,True,11,Strong,True,4,False,73
eYT[DCT,True,True,True,7,Medium,False,3,False,51
`%;tKM/!2g`,True,True,True,11,Strong,True,4,False,73
).[Eb!c-,True,True,True,8,Strong,False,3,False,54
h3A[GDSD`,True,True,True,9,Strong,True,4,False,67
IgD2~6ArpcR\,True,True,True,12,Strong,True,4,True,91
h_PsDsAXy8\3([Qz,True,True,True,16,Strong,True,4,True,100
oXneR<W$*:}K}/,True,True,True,14,Strong,False,3,True,87
y*f;%(U:b,True,True,True,9,Strong,False,3,False,57
cY<}*Uh{WZ,True,True,True,10,Strong,False,3,False,60
7`h_Po)0,True,True,True,8,Strong,True,4,False,64
;66<<]H=Od,True,True,True,10,Strong,True,4,False,70
A:;4Q(3vnFAt_EG,True,True,True,15,Strong,True,4,True,100
A51njN/,True,True,True,7,Medium,True,4,False,61
RI+7',False,True,True,5,Weak,True,3,False,45
f.3,True,False,True,3,Weak,True,3,False,39
SWoS+H5:,True,True,True,8,Strong,True,4,False,64
Joc<#,True,True,True,5,Weak,False,3,False,45
N2u,True,True,False,3,Weak,True,3,False,39
aB*Si2`d#,True,True,True,9,Strong,True,4,False,67
"1h,:;41Y'",True,True,True,9,Strong,True,4,False,67
"prQ+6zsWx""1U!",True,True,True,13,Strong,True,4,True,94
L)b.3]0xv3&kE?r,True,True,True,15,Strong,True,4,True,100
-rnVM,True,True,True,5,Weak,False,3,False,45
zHe3,True,True,False,4,Weak,True,3,False,42
w1F!xy<>,True,True,True,8,Strong,True,4,False,64
OYr4L(t^(Pm,True,True,True,11,Strong,True,4,False,73
VS%g,True,True,True,4,Weak,False,3,False,42
=9VuUu)No.,True,True,True,10,Strong,True,4,False,70
\t{f\Ari6LzEs,True,True,True,13,Strong,True,4,True,94
bszpl!`n[iw,True,False,True,11,Medium,False,2,False,53
3Z/6gc,True,True,True,6,Medium,True,4,False,58
"""fnz6lX54MI",True,True,True,11,Strong,True,4,False,73
"@~aC,%[",True,True,True,7,Medium,False,3,False,51
G]Cw-IE!,True,True,True,8,Strong,False,3,False,54
JP~:'pC|Hb*Vs'U,True,True,True,15,Strong,False,3,True,90
&]Q]H{el,True,True,True,8,Strong,False,3,False,54
"mV56mc<,",True,True,True,8,Strong,True,4,False,64
=P%,False,True,True,3,Weak,False,2,False,29
"8mY:yW""f",True,True,True,8,Strong,True,4,False,64
3SL,False,True,False,3,Weak,True,2,False,29
bC#A('B8J.q,True,True,True,11,Strong,True,4,False,73
kf(,True,False,True,3,Weak,False,2,False,29
C$-`RhQO^3,True,True,True,10,Strong,True,4,False,70
",:qv'GR>W\?QO",True,True,True,13,Strong,False,3,True,84
"y,5Mi*N?",True,True,True,8,Strong,True,4,False,64
[UW:Z^,False,True,True,6,Medium,False,2,False,38
-WVC,False,True,True,4,Weak,False,2,False,32
Qko*u4Frnx,True,True,True,10,Strong,True,4,False,70
fkTn*ZDC,True,True,True,8,Strong,False,3,False,54
R9~Bg@,True,True,True,6,Medium,True,4,False,58
[If6hx$q=D'pW?,True,True,True,14,Strong,True,4,True,97
n_N5Wgt5,True,True,True,8,Strong,True,4,False,64
<uBERL#9=e,True,True,True,10,Strong,True,4,False,70
%#Z2SYJVn>I:(@q,True,True,True,15,Strong,True,4,True,100
D_N_#xKjp,True,True,True,9,Strong,False,3,False,57
x'~h,True,False,True,4,Weak,False,2,False,32
x-`$G<q,True,True,True,7,Medium,False,3,False,51
d;S1Raf0:K\o\dz,True,True,True,15,Strong,True,4,True,100
"7wk.""IqI",True,True,True,8,Strong,True,4,False,64
e>xTo%Ki5~.oV0,True,True,True,14,Strong,True,4,True,97
.%0-z{sQ,True,True,True,8,Strong,True,4,False,64
">7T""C&3~6Hg",True,True,True,11,Strong,True,4,False,73
".R""udsLUI-*Qu",True,True,True,13,Strong,False,3,True,84
B5i{)=b-.C?5&,True,True,True,13,Strong,True,4,True,94
:9t5g4Ip5,True,True,True,9,Strong,True,4,False,67
XZ/8PX?2@<ba?#,True,True,True,14,Strong,True,4,True,97
xMM_q52+TsL]Lh,True,True,True,14,Strong,True,4,True,97
n=8rh<i@,True,False,True,8,Medium,True,3,False,54
o2E\0u,True,True,True,6,Medium,True,4,False,58
F13N,False,True,False,4,Weak,True,2,False,32
7A!?cW@y_-,True,True,True,10,Strong,True,4,False,70
4oa/85s/.*co,True,False,True,12,Medium,True,3,True,81
N&ry=@2hvZ,True,True,True,10,Strong,True,4,False,70
"(,L2-hvl",True,True,True,8,Strong,True,4,False,64
"Ojlb*I""]]&Xv(",True,True,True,13,Strong,False,3,True,84
"0(la^,t0&:G",True,True,True,11,Strong,True,4,False,73
*GB-?/,False,True,True,6,Medium,False,2,False,38
":_7e-7f,&{",True,False,True,10,Medium,True,3,False,60
p>u},True,False,True,4,Weak,False,2,False,32
9Leh%0cDjq!!,True,True,True,12,Strong,True,4,True,91
2TG~&y>6,True,True,True,8,Strong,True,4,False,64
K&31H%B,False,True,True,7,Medium,True,3,False,51
c&$,True,False,True,3,Weak,False,2,False,29
"Hq&oy""x*rL-C",True,True,True,12,Strong,False,3,True,81
>=R[EFN0M3zJT,True,True,True,13,Strong,True,4,True,94
fltJ-|deJy,True,True,True,10,Strong,False,3,False,60
_jD&,True,True,True,4,Weak,False,3,False,42
!nB+OTw`2t/,True,True,True,11,Strong,True,4,False,73
O!e_WqcN8,True,True,True,9,Strong,True,4,False,67
Zs_VG,True,True,True,5,Weak,False,3,False,45
/)VThq@,True,True,True,7,Medium,False,3,False,51
I7=59ua)zq,True,True,True,10,Strong,True,4,False,70
c20YDX8xItwfnE,True,True,False,14,Medium,True,3,True,87
HArW|,True,True,True,5,Weak,False,3,False,45
"<xWI""iePfq#_tOv~",True,True,True,16,Strong,False,3,True,93
<J%>,False,True,True,4,Weak,False,2,False,32
k4@/6]1;,True,False,True,8,Medium,True,3,False,54
]{S?9qMI1ZV-Aa,True,True,True,14,Strong,True,4,True,97
"""{ehd1.uU<proyL",True,True,True,15,Strong,True,4,True,100
V1{3(+zi>l!x:R,True,True,True,14,Strong,True,4,True,97
sWH_Yk:P{y<nqf*4,True,True,True,16,Strong,True,4,True,100
YA\4#%E{DD,False,True,True,10,Medium,True,3,False,60
*v^,True,False,True,3,Weak,False,2,False,29
Vtt^b*-Hw1fYOY,True,True,True,14,Strong,True,4,True,97
@L#&p|,True,True,True,6,Medium,False,3,False,48
dK%R[;gOd|:(j,True,True,True,13,Strong,False,3,True,84
k.Mf6<h^yr,True,True,True,10,Strong,True,4,False,70
oY)!z,True,True,True,5,Weak,False,3,False,45
2&)f{;J+A),True,True,True,10,Strong,True,4,False,70
h@PMlQ`,True,True,True,7,Medium,False,3,False,51
":Uoj['+n_S/""S4",True,True,True,14,Strong,True,4,True,97
w9X&b,True,True,True,5,Weak,True,4,False,55
VBTSQ,False,True,False,5,Weak,False,1,False,25
"M*k?8CaD-,[MO97{",True,True,True,16,Strong,True,4,True,100
Wpq}P8g3Q,True,True,True,9,Strong,True,4,False,67
2Mbi;TVPEMaKv]\$,True,True,True,16,Strong,True,4,True,100
yCw=aY!mzEhdC,True,True,True,13,Strong,False,3,True,84
"GO)""=oMT",True,True,True,8,Strong,False,3,False,54
Z|Rv[,True,True,True,5,Weak,False,3,False,45
vjj*NrM$o&j,True,True,True,11,Strong,False,3,False,63
&qi0Z+6cP_-,True,True,True,11,Strong,True,4,False,73
LuAeN{!*tOd|Lq,True,True,True,14,Strong,False,3,True,87
"UZ^uAN""S!:'m",True,True,True,12,Strong,False,3,True,81
"k!bwf%""^.qx3#",True,False,True,13,Medium,True,3,True,84
HeG,True,True,False,3,Weak,False,2,False,29
9rjd[/x,True,False,True,7,Medium,True,3,False,51
85/C64S8L4^,False,True,True,11,Medium,True,3,False,63
"WV\k~z>d,.)2u",True,True,True,13,Strong,True,4,True,94
9RUs,True,True,False,4,Weak,True,3,False,42
Ku.,True,True,True,3,Weak,False,3,False,39
"A_:""s`HbM",True,True,True,9,Strong,False,3,False,57
%}2dqB,True,True,True,6,Medium,True,4,False,58
miV,True,True,False,3,Weak,False,2,False,29
//'YB,False,True,True,5,Weak,False,2,False,35
VP9DXb,True,True,False,6,Medium,True,3,False,48
LW\8SAzX.+FB?{U,True,True,True,15,Strong,True,4,True,100
JD)PKR@7,False,True,True,8,Medium,True,3,False,54
CSM%J8Y,False,True,True,7,Medium,True,3,False,51
"dDTlU],K""k_FL",True,True,True,13,Strong,False,3,True,84
"'uk'"":!UL;",True,True,True,10,Strong,False,3,False,60
-'`B,False,True,True,4,Weak,False,2,False,32
//&GuE]dSYg0KN4,True,True,True,15,Strong,True,4,True,100
"|ZpbH"":",True,True,True,7,Medium,False,3,False,51
yH;)cYWY0dho,True,True,True,12,Strong,True,4,True,91
3M?i04k[;py{=y,True,True,True,14,Strong,True,4,True,97
bEaHvm,True,True,False,6,Medium,False,2,False,38
*>=jd:KQ3^Ty,True,True,True,12,Strong,True,4,True,91
D*eD6dl,True,True,True,7,Medium,True,4,False,61
OF|vhm6JmXdRP,True,True,True,13,Strong,True,4,True,94
:`5@a,True,False,True,5,Weak,True,3,False,45
&=Lw0,True,True,True,5,Weak,True,4,False,55
)g.c1{G,True,True,True,7,Medium,True,4,False,61
7.iUH!t$kGT5,True,True,True,12,Strong,True,4,True,91
t:ZP=',True,True,True,6,Medium,False,3,False,48
h*0xsx$,True,False,True,7,Medium,True,3,False,51
"/""TDg/ka$U6uTIR",True,True,True,15,Strong,True,4,True,100
jp#0zsMeUtE,True,True,True,11,Strong,True,4,False,73
Z*%lWu/:P~uun,True,True,True,13,Strong,False,3,True,84
hX2~MROS:8LK,True,True,True,12,Strong,True,4,True,91
[P*z8^milRbRIgmo,True,True,True,16,Strong,True,4,True,100
Lr3OC*n&p,True,True,True,9,Strong,True,4,False,67
Yjrws(MK^3;k,True,True,True,12,Strong,True,4,True,91
0uiv&Q9Q,True,True,True,8,Strong,True,4,False,64
?{kvW}ie(l`,True,True,True,11,Strong,False,3,False,63
",f_u\ST"")=",True,True,True,10,Strong,False,3,False,60
(X(iS<K,True,True,True,7,Medium,False,3,False,51
9?~}g_BLC5+=X,True,True,True,13,Strong,True,4,True,94
XI~|7,False,True,True,5,Weak,True,3,False,45
"""pe;UEu>}V<<g",True,True,True,13,Strong,False,3,True,84
"fNB_1c""Dq}r",True,True,True,11,Strong,True,4,False,73
.@x1lo,True,False,True,6,Medium,True,3,False,48
"],}H^c",True,True,True,6,Medium,False,3,False,48
qY$7VY,True,True,True,6,Medium,True,4,False,58
M@.%=>`d]T,True,True,True,10,Strong,False,3,False,60
")D,om>!",True,True,True,7,Medium,False,3,False,51
"WO>,",False,True,True,4,Weak,False,2,False,32
le.G`$,True,True,True,6,Medium,False,3,False,48
KlXI/-,True,True,True,6,Medium,False,3,False,48
gpjcE]_P]i8i;'bT,True,True,True,16,Strong,True,4,True,100
C@+&yYR|mqtI\,True,True,True,13,Strong,False,3,True,84
"Wdc'"":lkk4f",True,True,True,11,Strong,True,4,False,73
8WH,False,True,False,3,Weak,True,2,False,29
sUtmBR[r,True,True,True,8,Strong,False,3,False,54
GnIMiP+ZS{YuE1,True,True,True,14,Strong,True,4,True,97
"""NRKf1*h.",True,True,True,9,Strong,True,4,False,67
\#9|o^_?a-K!YvYj,True,True,True,16,Strong,True,4,True,100
'wwBdL8b/2,True,True,True,10,Strong,True,4,False,70
!F8IFJM=7C`S*@j9,True,True,True,16,Strong,True,4,True,100
sf~^;:kU2,True,True,True,9,Strong,True,4,False,67
-FX35y,True,True,True,6,Medium,True,4,False,58
pps@]\9E$*Q/l(,True,True,True,14,Strong,True,4,True,97
"*""t=Pqikx\%A",True,True,True,12,Strong,False,3,True,81
gcTVId&{!8;!|2l,True,True,True,15,Strong,True,4,True,100
Bxq,True,True,False,3,Weak,False,2,False,29
qxhYU{7&4yzuz;In,True,True,True,16,Strong,True,4,True,100
")'7UBdCn8,Ub2?",True,True,True,14,Strong,True,4,True,97
u+>r.-MRg&kc&,True,True,True,13,Strong,False,3,True,84
18-,False,False,True,3,Weak,True,2,False,29
80iDt'SlWg2,True,True,True,11,Strong,True,4,False,73
D[G|hRaO<HCRwrT,True,True,True,15,Strong,False,3,True,90
"zx*e4:@`Q+D""YO5A",True,True,True,16,Strong,True,4,True,100
"|eI,",True,True,True,4,Weak,False,3,False,42
^RCkY_,True,True,True,6,Medium,False,3,False,48
E#JC8<>.;{,False,True,True,10,Medium,True,3,False,60
*A_x,True,True,True,4,Weak,False,3,False,42
"OG,7/",False,True,True,5,Weak,True,3,False,45
"""4_G",False,True,True,4,Weak,True,3,False,42
vCw:z,True,True,True,5,Weak,False,3,False,45
?9SJ#Sv>`gGYWOu,True,True,True,15,Strong,True,4,True,100
Gp.=^ha5u,True,True,True,9,Strong,True,4,False,67
.Cgx>>+=n!.p&9s,True,True,True,15,Strong,True,4,True,100
IO|'J,False,True,True,5,Weak,False,2,False,35
39#dJ.;>8_,True,True,True,10,Strong,True,4,False,70
Z)IMF^.V,False,True,True,8,Medium,False,2,False,44
vOAd,True,True,False,4,Weak,False,2,False,32
3tdS{.i6=3,True,True,True,10,Strong,True,4,False,70
"/j@U-""*2p9hx=>",True,True,True,14,Strong,True,4,True,97
I&LX;i/2lcCq,True,True,True,12,Strong,True,4,True,91
"#\^*pL@Q""m#:U+J\",True,True,True,16,Strong,False,3,True,93
";""Y]k~V(/&APNM",True,True,True,14,Strong,False,3,True,87
TUy]]zkxv=z,True,True,True,11,Strong,False,3,False,63
)nq,True,False,True,3,Weak,False,2,False,29
o9C<6,True,True,True,5,Weak,True,4,False,55
AiU'=FD4,True,True,True,8,Strong,True,4,False,64
"0zoWSuK0Ay}:;,yl",True,True,True,16,Strong,True,4,True,100
\&0pW#+^OR<.P,True,True,True,13,Strong,True,4,True,94
Y}R4?8,False,True,True,6,Medium,True,3,False,48
s:mdG.7:kg^%,True,True,True,12,Strong,True,4,True,91
"."",SsT$Sw,",True,True,True,10,Strong,False,3,False,60
bF]`Wr5,True,True,True,7,Medium,True,4,False,61
.]cQ-S,True,True,True,6,Medium,False,3,False,48
"H0^:""",False,True,True,5,Weak,True,3,False,45
tS(@|%;7,True,True,True,8,Strong,True,4,False,64
K?6[(D=b`XR*C|Df,True,True,True,16,Strong,True,4,True,100
5<3WILb7URr5Hf,True,True,True,14,Strong,True,4,True,97
"Jd""8@",True,True,True,5,Weak,True,4,False,55
#]r?aSL_9_st,True,True,True,12,Strong,True,4,True,91
")Q:\w,g@3)2Q'",True,True,True,13,Strong,True,4,True,94
Hg`?L4(,True,True,True,7,Medium,True,4,False,61
:jt3hAU[N,True,True,True,9,Strong,True,4,False,67
l@m|QJ\`_7OhFS,True,True,True,14,Strong,True,4,True,97
"tf=,lRh:6(>c_UU+",True,True,True,16,Strong,True,4,True,100
NY@l;4M_=F,True,True,True,10,Strong,True,4,False,70
t(4,True,False,True,3,Weak,True,3,False,39
"kIA5kcex78,>",True,True,True,12,Strong,True,4,True,91
RM<:,False,True,True,4,Weak,False,2,False,32
oY_~5-]Ea_'0ud7,True,True,True,15,Strong,True,4,True,100
b2YdeX.*_i*-\e,True,True,True,14,Strong,True,4,True,97
"h""cQ",True,True,True,4,Weak,False,3,False,42
DX}qNu\,True,True,True,7,Medium,False,3,False,51
IS|ys,True,True,True,5,Weak,False,3,False,45
T]8NB%pH95k',True,True,True,12,Strong,True,4,True,91
435OhqR&bo,True,True,True,10,Strong,True,4,False,70
`{F\#ku,True,True,True,7,Medium,False,3,False,51
&$yOfMHW9z8O[Pg%,True,True,True,16,Strong,True,4,True,100
"Q,GdUE'pK\KN_",True,True,True,13,Strong,False,3,True,84
{fDY+=5Ol*#Cg2'/,True,True,True,16,Strong,True,4,True,100
=j#lEeK$%Np'YWL,True,True,True,15,Strong,False,3,True,90
"C~a-)\3,f8r""Y%",True,True,True,14,Strong,True,4,True,97
c!'u<A,True,True,True,6,Medium,False,3,False,48
t/V0)~J;,True,True,True,8,Strong,True,4,False,64
|jRhM2.W,True,True,True,8,Strong,True,4,False,64
GQ17v]N,True,True,True,7,Medium,True,4,False,61
"#'N,WYYK}V3n",True,True,True,12,Strong,True,4,True,91
"<27(""/wGY&w(}p",True,True,True,14,Strong,True,4,True,97
KA^^,False,True,True,4,Weak,False,2,False,32
-BWy!U&0,True,True,True,8,Strong,True,4,False,64
uDA@+q6,True,True,True,7,Medium,True,4,False,61
"Td$"",};o9m,",True,True,True,11,Strong,True,4,False,73
LCo,True,True,False,3,Weak,False,2,False,29
"_^6TK,27Beq^3m",True,True,True,14,Strong,True,4,True,97
/!c8YM8{YYO~,True,True,True,12,Strong,True,4,True,91
mqU.o89Afs?M-%WJ,True,True,True,16,Strong,True,4,True,100
`n8SZbf48{``.,True,True,True,13,Strong,True,4,True,94
2'_VF@ap[^,True,True,True,10,Strong,True,4,False,70
",l(>~jy-=XksoZM",True,True,True,15,Strong,False,3,True,90
_rT)/p8r,True,True,True,8,Strong,True,4,False,64
"""'R",False,True,True,3,Weak,False,2,False,29
$-yfK\'y,True,True,True,8,Strong,False,3,False,54
OG1Ayw,True,True,False,6,Medium,True,3,False,48
Cd]=Ci.-5n,True,True,True,10,Strong,True,4,False,70
V2>=RtCjn^^,True,True,True,11,Strong,True,4,False,73
ilz,True,False,False,3,Weak,False,1,False,19
/nHoh-$U(b%0K<S,True,True,True,15,Strong,True,4,True,100
S'z&ehx!vI:mu,True,True,True,13,Strong,False,3,True,84
y#t{9j,True,False,True,6,Medium,True,3,False,48
k2+&R0q!h,True,True,True,9,Strong,True,4,False,67
"!dAWtwx2<,",True,True,True,10,Strong,True,4,False,70
BU#>(s3Z\}Eg`R,True,True,True,14,Strong,True,4,True,97
G;$x(Ld5[ao[H,True,True,True,13,Strong,True,4,True,94
@Z\XCV^arsN8x7q,True,True,True,15,Strong,True,4,True,100
55Q^HYH,False,True,True,7,Medium,True,3,False,51
"z.@""tvDV]oX<[",True,True,True,13,Strong,False,3,True,84
$zK|[P,True,True,True,6,Medium,False,3,False,48
sYv9ErXdE,True,True,False,9,Medium,True,3,False,57
u)RQ\,True,True,True,5,Weak,False,3,False,45
"ay5,6y#0kl",True,False,True,10,Medium,True,3,False,60
vudrF/?JFe],True,True,True,11,Strong,False,3,False,63
5EVJR8,False,True,False,6,Medium,True,2,False,38
7S0EJ#>.,False,True,True,8,Medium,True,3,False,54
U~6__v'L:Jg]6[t,True,True,True,15,Strong,True,4,True,100
*wWq^G?),True,True,True,8,Strong,False,3,False,54
s3`2X-|VVop?yb,True,True,True,14,Strong,True,4,True,97
t?&Ni66,True,True,True,7,Medium,True,4,False,61
lh+Vo[kx!GV!,True,True,True,12,Strong,False,3,True,81
h4Dl\zcCa)`|'/hI,True,True,True,16,Strong,True,4,True,100
@3{$!~D&F0,False,True,True,10,Medium,True,3,False,60
!sjuVl,True,True,True,6,Medium,False,3,False,48
C}5&j;(5&IY^j,True,True,True,13,Strong,True,4,True,94
~r?].[F,True,True,True,7,Medium,False,3,False,51
&Q`2mTDR&o4,True,True,True,11,Strong,True,4,False,73
"_Ek|o""zJF",True,True,True,9,Strong,False,3,False,57
cCJ[6C+IR,True,True,True,9,Strong,True,4,False,67
}5lcjE<wWc,True,True,True,10,Strong,True,4,False,70
Xm/pD/&5D=,True,True,True,10,Strong,True,4,False,70
uD4|B;,True,True,True,6,Medium,True,4,False,58
]ifv?4Xn,True,True,True,8,Strong,True,4,False,64
$Fjb/7c,True,True,True,7,Medium,True,4,False,61
APZ)g3,True,True,True,6,Medium,True,4,False,58
"GnT1WpLf;Q,@&?1L",True,True,True,16,Strong,True,4,True,100
c~salar,True,False,True,7,Medium,False,2,False,41
l^av$+[$yX5||,True,True,True,13,Strong,True,4,True,94
/m6J%^{-=ljajx,True,True,True,14,Strong,True,4,True,97
GP/CCtD,True,True,True,7,Medium,False,3,False,51
*==,False,False,True,3,Weak,False,1,False,19
Q64ENB=w]Ol,True,True,True,11,Strong,True,4,False,73
"""I',+wVa",True,True,True,8,Strong,False,3,False,54
"n8,aG0O~>""eH",True,True,True,12,Strong,True,4,True,91
;/02K,False,True,True,5,Weak,True,3,False,45
"0[L;[&9u""VCj|",True,True,True,13,Strong,True,4,True,94
|_46Pc.3x;@,True,True,True,11,Strong,True,4,False,73
dQy,True,True,False,3,Weak,False,2,False,29
bR}wUp~D2R,True,True,True,10,Strong,True,4,False,70
3^1u<hSnR`p|,True,True,True,12,Strong,True,4,True,91
\vRz9HhF,True,True,True,8,Strong,True,4,False,64
nwl'Sq,True,True,True,6,Medium,False,3,False,48
"0""Uyfuh#qv@g",True,True,True,12,Strong,True,4,True,91
9{{:c\__e7i8:3,True,False,True,14,Medium,True,3,True,87
",=q~g1f",True,False,True,7,Medium,True,3,False,51
I*Np>F5,True,True,True,7,Medium,True,4,False,61
"iULZ,O:m\1v:c{",True,True,True,14,Strong,True,4,True,97
fk>`+JZo,True,True,True,8,Strong,False,3,False,54
QNDG'Xz9.v]@,True,True,True,12,Strong,True,4,True,91
".&""<sx8DO9",True,True,True,10,Strong,True,4,False,70
C5A1cI&<&*a<+,True,True,True,13,Strong,True,4,True,94
KtC]hGWe/,True,True,True,9,Strong,False,3,False,57
3D=~[.MX-8,False,True,True,10,Medium,True,3,False,60
}Lp5,True,True,True,4,Weak,True,4,False,52
