Password,Has Lowercase,Has Uppercase,Has Special Character,Length,Strength
"S1o;|L7""O&",True,True,True,10,Strong
IibB0\u/:E,True,True,True,10,Strong
GDfwHJBea,True,True,False,9,Medium
"BjUeA~)gx""^._",True,True,True,13,Strong
x$g\oNTMB#,True,True,True,10,Strong
"I{[rZhS%3,",True,True,True,10,Strong
}=!4jD!2BS+,True,True,True,11,Strong
"%""@X:sF",True,True,True,7,Medium
Bg3;o7,True,True,True,6,Medium
"|C7K""-2(2E}OL5%",False,True,True,15,Medium
",tzhp",True,False,True,5,Weak
r)3{6cs,True,False,True,7,Medium
CQfk4Ac[;[;NPF,True,True,True,14,Strong
"kr+""KjJG'qP*^)",True,True,True,14,Strong
+xMEOHS]AX,True,True,True,10,Strong
`v(nv;2LT,True,True,True,9,Strong
>$h!70=)|WU,True,True,True,11,Strong
U9eD$QjU[zl_8,True,True,True,13,Strong
!mh/\g/LlD6,True,True,True,11,Strong
FbtL\n>.RS_&*fN,True,True,True,15,Strong
nv@8-c7\O?`^.'`D,True,True,True,16,Strong
dxmFg$78r,True,True,True,9,Strong
jg;1(RWqM,True,True,True,9,Strong
E^A1I:kr&x|=,True,True,True,12,Strong
zK}N5k7o,True,True,True,8,Strong
X0XBXUn&q',True,True,True,10,Strong
$hK],True,True,True,4,Weak
2ZeqO>d0|Z`l,True,True,True,12,Strong
C>2~u@mY_)gy,True,True,True,12,Strong
ZxO+Z,True,True,True,5,Weak
"^$^aoC-,=b""E",True,True,True,12,Strong
S4},False,True,True,3,Weak
"D""M{=SQA-u.",True,True,True,11,Strong
[:*35qP7zmOJ,True,True,True,12,Strong
Yj^UJ,True,True,True,5,Weak
"n%f+AqH0>p1""Txd0",True,True,True,16,Strong
0Ep*z|+|Q2,True,True,True,10,Strong
"""q/",True,False,True,3,Weak
rTL>LC\k1#H,True,True,True,11,Strong
"r,yDeE",True,True,True,6,Medium
O_~Hp[S',True,True,True,8,Strong
)zSXf^d,True,True,True,7,Medium
'TATYWWXX,False,True,True,9,Medium
"~,7b_.3nNHBU83o",True,True,True,15,Strong
"V2,&3",False,True,True,5,Weak
GK<)ZK?dz!I~0,True,True,True,13,Strong
8Z),False,True,True,3,Weak
T4/,False,True,True,3,Weak
CAYij,True,True,False,5,Weak
wyxtO+-Eixh{t,True,True,True,13,Strong
)g*I8>&!QJ,True,True,True,10,Strong
"XY$9)WVJ>""u7EX",True,True,True,14,Strong
G9?@l,True,True,True,5,Weak
uky`HV{+,True,True,True,8,Strong
.2U>Onn,True,True,True,7,Medium
@6WNL,False,True,True,5,Weak
:CR?,False,True,True,4,Weak
SWKeQb*QB[[+FU,True,True,True,14,Strong
HO&]E9`g/zr^>}.,True,True,True,15,Strong
"""&s2'%j7N~+`<+i",True,True,True,15,Strong
nMOJ3>^t;,True,True,True,9,Strong
"bee,ZRB79d",True,True,True,10,Strong
W`A\r2T/}]MJ?Pi,True,True,True,15,Strong
=[(q3~Y$-Eyt,True,True,True,12,Strong
"Ap5,3M",True,True,True,6,Medium
"[uGk,hdKIfFx",True,True,True,12,Strong
"IJ#ZF:?|0,B",False,True,True,11,Medium
"e,OPzyT[4w&x&q",True,True,True,14,Strong
$7eJM[3,True,True,True,7,Medium
lJxn:<l1|RXxHoW^,True,True,True,16,Strong
9/X,False,True,True,3,Weak
Qp->zov9GW,True,True,True,10,Strong
0bAc=nCF,True,True,True,8,Strong
>0~*uj|;CK4/,True,True,True,12,Strong
r=>12?K`^nM6CmM5,True,True,True,16,Strong
JnY0xu:QtZgg*P[k,True,True,True,16,Strong
b>#<he9),True,False,True,8,Medium
"O1USzu""Cg<(DNLW",True,True,True,15,Strong
",r-c!YL@LGu9x",True,True,True,13,Strong
/JSK#p^A4po8,True,True,True,12,Strong
Qh*`En,True,True,True,6,Medium
dKO>GO,True,True,True,6,Medium
Nz8S!C,True,True,True,6,Medium
kh/D>N_N?O,True,True,True,10,Strong
Mu(,True,True,True,3,Weak
/i39s,True,False,True,5,Weak
O^c<,True,True,True,4,Weak
.e]5Ua0:4w7f,True,True,True,12,Strong
[`_f{2,True,False,True,6,Medium
Fw>]|v7dh\t},True,True,True,12,Strong
"WH,~uzj",True,True,True,7,Medium
"/4hYD""V;Z-=",True,True,True,11,Strong
"c,Mm",True,True,True,4,Weak
?`Q_bhws[sdnDM2n,True,True,True,16,Strong
O\_\)Kesf[},True,True,True,11,Strong
.qdm*ZBC,True,True,True,8,Strong
]#S?N~MVA,False,True,True,9,Medium
Fd},True,True,True,3,Weak
<QE-?THPb}J44ir,True,True,True,15,Strong
RClJ}ai<4Ku&,True,True,True,12,Strong
x)z6S{)n,True,True,True,8,Strong
":'6p)xG""T{v(d",True,True,True,13,Strong
:Ro*,True,True,True,4,Weak
E-.[`etw77,True,True,True,10,Strong
&.f,True,False,True,3,Weak
n8D2=3G[,True,True,True,8,Strong
!T'4/udRo%^1,True,True,True,12,Strong
v3mxk}:{Oa0,True,True,True,11,Strong
*e8Ir\30G,True,True,True,9,Strong
7Ce`m:%~,True,True,True,8,Strong
1P)tP,True,True,True,5,Weak
pHd*]+2#,True,True,True,8,Strong
;U+7)b,True,True,True,6,Medium
kNue?,True,True,True,5,Weak
I=^-#h,True,True,True,6,Medium
"XIsq7""Pq5Fx;$t",True,True,True,14,Strong
PCsFi=IX,True,True,True,8,Strong
>R;CJ{PS?k,True,True,True,10,Strong
-wo2DPM3@_mq.),True,True,True,14,Strong
"~\xhvPm,(E(",True,True,True,11,Strong
`e]g;UF/2v:'H,True,True,True,13,Strong
"z,r]?6r!L8",True,True,True,10,Strong
}gttH>~l_1c)4V,True,True,True,14,Strong
p/U6~&L0./7f#Jk!,True,True,True,16,Strong
|4\[?%GJ*E!ZN(.q,True,True,True,16,Strong
#aXy5Rm'Q,True,True,True,9,Strong
xvgpG}o{1D,True,True,True,10,Strong
2#J,False,True,True,3,Weak
"1Z,}alk@0$(",True,True,True,11,Strong
6P'JV\1)W}N,False,True,True,11,Medium
zJ[rZ,True,True,True,5,Weak
0;R|L.Z]'NKOz,True,True,True,13,Strong
"cBI""",True,True,True,4,Weak
qD.UAa30\/a?,True,True,True,12,Strong
~X|H=q<M=p5gZm,True,True,True,14,Strong
".F>PW%2?#8u#""A""",True,True,True,15,Strong
9:_h>anx.tVD-3I`,True,True,True,16,Strong
4a.Z7GayDeU5a/F@,True,True,True,16,Strong
K/L,False,True,True,3,Weak
L]D,False,True,True,3,Weak
=fvA==fh,True,True,True,8,Strong
R*n-03SkA,True,True,True,9,Strong
KD4\-}Q<V*zoHj,True,True,True,14,Strong
G{_kb}',True,True,True,7,Medium
",/kff}1tp#>$C-#",True,True,True,15,Strong
"h`Q""",True,True,True,4,Weak
"{K-!s+o""Es'",True,True,True,11,Strong
80${}a,True,False,True,6,Medium
6WOoDawW^YHh,True,True,True,12,Strong
|a&<,True,False,True,4,Weak
+XYOUYCNsYq,True,True,True,11,Strong
Q{sfEAqN_,True,True,True,9,Strong
{6Y)^#l9mi8-,True,True,True,12,Strong
|OW:%Ftc7_.]y4,True,True,True,14,Strong
p1^2Xuv3n,True,True,True,9,Strong
83h#LW7sBefN,True,True,True,12,Strong
0}(,False,False,True,3,Weak
I6ZQTzbBtnW,True,True,False,11,Medium
@iVYYwA6,True,True,True,8,Strong
ST:$N~X,False,True,True,7,Medium
"uA10:~q""MI#=/y",True,True,True,14,Strong
TojJ,True,True,False,4,Weak
3#2O4,False,True,True,5,Weak
wBG;fbL~|,True,True,True,9,Strong
=/;uA,True,True,True,5,Weak
"961.ib\N!""*DQEb6",True,True,True,16,Strong
|{GnK[ZCn2,True,True,True,10,Strong
Ry.$~R,True,True,True,6,Medium
W5{*x7%)>5@)&),True,True,True,14,Strong
"""]_8>w<.",True,False,True,8,Medium
r5;O.Zuh,True,True,True,8,Strong
"-fdaXiS0""kz/E!6!",True,True,True,16,Strong
"mJ<pGX,)<#x5fB?-",True,True,True,16,Strong
n*F5XmMZuc;T=,True,True,True,13,Strong
6%him^VVo!Hu,True,True,True,12,Strong
"""fzhVp8XipU",True,True,True,11,Strong
.B.,False,True,True,3,Weak
"i<W,GIy",True,True,True,7,Medium
hXc(M,True,True,True,5,Weak
~kOf,True,True,True,4,Weak
P&[[}5j'Z,True,True,True,9,Strong
3+!H<]K7DD_)VA,False,True,True,14,Medium
"aS'hAUG#XU,d(E",True,True,True,14,Strong
p7PAnh#R=atlP@<z,True,True,True,16,Strong
rwWL8oBi3PxDm,True,True,False,13,Medium
",f,-i!",True,False,True,6,Medium
ns9Vrk,True,True,False,6,Medium
iL.=[ZXaq,True,True,True,9,Strong
X|_yk90,True,True,True,7,Medium
"7""nC|Fs`k*{a;K*",True,True,True,15,Strong
~[ytz=!fW$,True,True,True,10,Strong
>)[vL(\`;O=8,True,True,True,12,Strong
^atM>;/AO:L!~SH7,True,True,True,16,Strong
In_)6J%j.}~@,True,True,True,12,Strong
^GZsic;M'/*,True,True,True,11,Strong
=}QXysdGB[5E;^,True,True,True,14,Strong
>k*%-LHv<h8_A+D,True,True,True,15,Strong
"T2\'""H5",False,True,True,7,Medium
<<~!~#bO,True,True,True,8,Strong
o3_9aB.Sn~`,True,True,True,11,Strong
"rA;""=UbI#",True,True,True,9,Strong
d3[M%l!8x=$,True,True,True,11,Strong
"S?,wZ2*{UJ4q&",True,True,True,13,Strong
iG!G{c*}nGE,True,True,True,11,Strong
?R-kB,True,True,True,5,Weak
M*t1('Li,True,True,True,8,Strong
O!BXRnNm?r.'>,True,True,True,13,Strong
n_\~h^fFSl!,True,True,True,11,Strong
}HtYZ?$,True,True,True,7,Medium
@7QKU\@48,False,True,True,9,Medium
y{'?uoBsU`M8<ot,True,True,True,15,Strong
!4!C+F0,False,True,True,7,Medium
<zM=}u#{X]Ku.,True,True,True,13,Strong
"+""02",False,False,True,4,Weak
%kUz,True,True,True,4,Weak
"fo;&H0,",True,True,True,7,Medium
%FB.DouLxHn,True,True,True,11,Strong
aghJ}<N,True,True,True,7,Medium
"Vnr9{%,p@w",True,True,True,10,Strong
dc^ng9NmD,True,True,True,9,Strong
"ySXpr(""U*NK",True,True,True,11,Strong
kUq/N)Mu5)'*kT,True,True,True,14,Strong
".F{<Gq&^HwW(,F",True,True,True,14,Strong
s6Hr7=3*GN^C,True,True,True,12,Strong
Zf7^,True,True,True,4,Weak
[Ww^#5j<?8},True,True,True,11,Strong
g8!$Vix6WGi}pB},True,True,True,15,Strong
TFs)$M,True,True,True,6,Medium
G%i_eO4#VYok,True,True,True,12,Strong
M^!OW(]5fm,True,True,True,10,Strong
IM_}NV{hA,True,True,True,9,Strong
"KWC;Ej<gxI6V""ua",True,True,True,15,Strong
bhN%:Wxbf,True,True,True,9,Strong
CGZT6;{,False,True,True,7,Medium
Ey|\o,True,True,True,5,Weak
"1n8)=8,G$NZrgSwA",True,True,True,16,Strong
}w[6A6M^',True,True,True,9,Strong
"ES""Da",True,True,True,5,Weak
"r,XmK",True,True,True,5,Weak
~Oj\i{p6k$-9$|vL,True,True,True,16,Strong
skr0#G\k]b{,True,True,True,11,Strong
#6!,False,False,True,3,Weak
C+/4u>Zb/B,True,True,True,10,Strong
TGO5_b-/+,True,True,True,9,Strong
"a#+""mk(5k<",True,False,True,10,Medium
}g>5J;N>n%,True,True,True,10,Strong
3~s$D+)nk@h1n,True,True,True,13,Strong
gu:`zr)qi'3-,True,False,True,12,Medium
b'Ooi&}%'$`=;g,True,True,True,14,Strong
YCg8=o(310H,True,True,True,11,Strong
J+vN\8z[q,True,True,True,9,Strong
>Ky2,True,True,True,4,Weak
"><Gr+<B""LS8#}O",True,True,True,14,Strong
"&Ti""|D'",True,True,True,7,Medium
"b;aQdF$@|R,3-(W",True,True,True,15,Strong
t*cmfU,True,True,True,6,Medium
M-1.vs*<,True,True,True,8,Strong
"Z7a:,<_)I^^*(zc]",True,True,True,16,Strong
(`dtTw,True,True,True,6,Medium
ZM=o6,True,True,True,5,Weak
<T(0J],False,True,True,6,Medium
[Cq0dsyi&[[;%&r;,True,True,True,16,Strong
([lX;VACYKoK,True,True,True,12,Strong
A:Nu[aj|1Hh#|s,True,True,True,14,Strong
B@TT^}8u;3{O#,True,True,True,13,Strong
"Hml2""ij+{Q'G2i",True,True,True,14,Strong
7Gc%b/\:6gk9r~,True,True,True,14,Strong
#E![qb?A+O7f-]a=,True,True,True,16,Strong
|^=+wqmVrA';,True,True,True,12,Strong
xF=3)Diz!1=q]\nP,True,True,True,16,Strong
3j*],True,False,True,4,Weak
n7b5nVMGz~hdC',True,True,True,14,Strong
B+f0:ycyBeW,True,True,True,11,Strong
rrUKhqEgU6tv7D8H,True,True,False,16,Medium
F7HAuh#,True,True,True,7,Medium
QD#D=kVLqKQl!,True,True,True,13,Strong
k!|X-&QLMCMsb,True,True,True,13,Strong
of9PN8(%,True,True,True,8,Strong
13k+!@&}>.t;6,True,False,True,13,Medium
2~lF$pgOj0/F^j|,True,True,True,15,Strong
6te!Cr8Rsb}+,True,True,True,12,Strong
Sy`b,True,True,True,4,Weak
",V!'",False,True,True,4,Weak
+Nss?v*+LhJ;;a,True,True,True,14,Strong
]U3hlYrZm,True,True,True,9,Strong
aXJ&,True,True,True,4,Weak
ASHt0G,True,True,False,6,Medium
2ym`,True,False,True,4,Weak
~8r,True,False,True,3,Weak
bA%dsHVl^HM7|Neh,True,True,True,16,Strong
A3$geP*(,True,True,True,8,Strong
bJ@N?6C|y,True,True,True,9,Strong
"F#Zyn,",True,True,True,6,Medium
-C>jD69,True,True,True,7,Medium
qEqp&:8.O,True,True,True,9,Strong
)WWh%w,True,True,True,6,Medium
I.XP$Wt\,True,True,True,8,Strong
wghD>g1ANtVW7+M,True,True,True,15,Strong
1~iAnE.m,True,True,True,8,Strong
"N,;y*?x""|=~;/L1Z",True,True,True,16,Strong
@_{?iA,True,True,True,6,Medium
6xA%fynnHlO>LZ`,True,True,True,15,Strong
"dm+z""FGevJ",True,True,True,10,Strong
2#F?mVHc~q%kl,True,True,True,13,Strong
35tWUD$O{),True,True,True,10,Strong
"~_Z2,&:",False,True,True,7,Medium
"hE=t""6DS'",True,True,True,9,Strong
TD($&S,False,True,True,6,Medium
IW2],False,True,True,4,Weak
"`'o""Hn",True,True,True,6,Medium
(|Q'?}^),False,True,True,8,Medium
xBZP,True,True,False,4,Weak
D[3VMiF\}!,True,True,True,10,Strong
*u*VYg=,True,True,True,7,Medium
m#W_a]t]Z,True,True,True,9,Strong
%k-,True,False,True,3,Weak
(Qf3T\JZ,True,True,True,8,Strong
P`?@`M-e,True,True,True,8,Strong
"P<L0,",False,True,True,5,Weak
V:aytmt>.I4Z,True,True,True,12,Strong
hwXC?}}8^50o,True,True,True,12,Strong
e0j-,True,False,True,4,Weak
H2Rc,True,True,False,4,Weak
"Os](MAh,pH",True,True,True,10,Strong
n^l:K$2,True,True,True,7,Medium
&y<F/}>7*,True,True,True,9,Strong
qWnNB^I<,True,True,True,8,Strong
r)E!,True,True,True,4,Weak
QdS-%06H7c:=bg^,True,True,True,15,Strong
:B&|t:I><&q+,True,True,True,12,Strong
Z>![,False,True,True,4,Weak
I)NL^UV,False,True,True,7,Medium
NI=!g?9;,True,True,True,8,Strong
"iU""fK77O^",True,True,True,9,Strong
a0v;!SR,True,True,True,7,Medium
f}?|(~ID,True,True,True,8,Strong
TSHELMF5s(fz@,True,True,True,13,Strong
(1CZ}`A*=mHoe#,True,True,True,14,Strong
"|MxmvSm,#.rZY!",True,True,True,14,Strong
q1Xe8,True,True,False,5,Weak
"C^mi""rK{m);@~KD(",True,True,True,16,Strong
Z64pZ[bPi,True,True,True,9,Strong
H#UJULO9&Y1w`,True,True,True,13,Strong
[4+!hEe1-S;K7\K3,True,True,True,16,Strong
[a*S%,True,True,True,5,Weak
U(D`qB3SZg<k,True,True,True,12,Strong
*p4-RXFX0]d~,True,True,True,12,Strong
TvWx;_M,True,True,True,7,Medium
@P;g{q]JY<W],True,True,True,12,Strong
SqAZ:r_sd/(,True,True,True,11,Strong
W|K%)I,False,True,True,6,Medium
s8A,True,True,False,3,Weak
lXb#PK+ZW},True,True,True,10,Strong
H++',False,True,True,4,Weak
r;Bs:|}a,True,True,True,8,Strong
B'H,False,True,True,3,Weak
*+K[]yR_d@P\H,True,True,True,13,Strong
PL?bsPj:i3,True,True,True,10,Strong
Zw{?54&o-K@\',True,True,True,13,Strong
:xAO96\?xBkF*-,True,True,True,14,Strong
o!Q,True,True,True,3,Weak
"3;$V""}!B=4<VQk&N",True,True,True,16,Strong
",.w+#`p|2.tfG}u*",True,True,True,16,Strong
Zg`,True,True,True,3,Weak
Q#`bjYn{.KzD*,True,True,True,13,Strong
W1q#66lUNM,True,True,True,10,Strong
^poj,True,False,True,4,Weak
c?d7hC.]vo{<,True,True,True,12,Strong
!{Y&mf9[[l;?N7r,True,True,True,15,Strong
Og:I9z;!`8,True,True,True,10,Strong
"fMY@,",True,True,True,5,Weak
}vE*1#_dmp,True,True,True,10,Strong
%0]7m*,True,False,True,6,Medium
F)r!)o_$r|,True,True,True,10,Strong
p:Ot&5|m3VD&P\]6,True,True,True,16,Strong
VHvU}]|w|C@,True,True,True,11,Strong
7@Hx4'z\~`EQw+,True,True,True,14,Strong
HR.rFgi~.rJ0U9].,True,True,True,16,Strong
`]hj)>u'n>`,True,False,True,11,Medium
xdvB&=m^t,True,True,True,9,Strong
}(Xs6`N%D63Sgv',True,True,True,15,Strong
oTLZ+K,True,True,True,6,Medium
v@NY%?4?ZwUd@,True,True,True,13,Strong
OE[%6/Ya>FvG,True,True,True,12,Strong
-#TQ,False,True,True,4,Weak
Z;vuCvT*,True,True,True,8,Strong
%{/7HE<!+.PT,False,True,True,12,Medium
8pA-^l|6(b4M@k,True,True,True,14,Strong
"o""HPo3vkgX;V",True,True,True,12,Strong
CX^uxA<amq,True,True,True,10,Strong
WXVrL.'dhSTTx{Iz,True,True,True,16,Strong
?{=,False,False,True,3,Weak
"&ms&""jR6X&E?aMD",True,True,True,15,Strong
bO4K',True,True,True,5,Weak
KmI*0N<}5't8I,True,True,True,13,Strong
6V%}G,False,True,True,5,Weak
8gujiS,True,True,False,6,Medium
"=3,Ku\5lytP(e",True,True,True,13,Strong
'W+r,True,True,True,4,Weak
"^_+pz@qYw""",True,True,True,10,Strong
*}*G&-]<b8](,True,True,True,12,Strong
b!TDXF&4,True,True,True,8,Strong
*}ZcJ{N#Tpy`6^],True,True,True,15,Strong
"""GnR",True,True,True,4,Weak
.K4,False,True,True,3,Weak
o:#-bdz{,True,False,True,8,Medium
"2`""-[;!q&d}a{L!",True,True,True,15,Strong
eMHAy;3x&`,True,True,True,10,Strong
b3rqp,True,False,False,5,Weak
ucYdNwKM!'S>z+.,True,True,True,15,Strong
OjqI}.zBs&x75,True,True,True,13,Strong
?5q!VyLB!7Qm1,True,True,True,13,Strong
Su[5U7X0Ou,True,True,True,10,Strong
W_$o}j`X'`D}_#Yf,True,True,True,16,Strong
Hbl~8)bsBNH@,True,True,True,12,Strong
@#2ArO'l9T9H.H[,True,True,True,15,Strong
j|K*=r/XA1]pxkZ,True,True,True,15,Strong
:O.0>mpTfIN,True,True,True,11,Strong
SSqdi\,True,True,True,6,Medium
-u(oD7^=F6wcyP\q,True,True,True,16,Strong
"<g7b""",True,False,True,5,Weak
+$6/$64'i4k:(y,True,False,True,14,Medium
":N^`STe""-FR9",True,True,True,12,Strong
"%x|,yN",True,True,True,6,Medium
G_>>F[|.C2Y{S,False,True,True,13,Medium
Czv,True,True,False,3,Weak
"\,-DU`UOC{1JD1T,",False,True,True,16,Medium
w\i/;N,True,True,True,6,Medium
I#oxM-oq,True,True,True,8,Strong
'>_4t?),True,False,True,7,Medium
Gv8{,True,True,True,4,Weak
P{]7f}i<qWH\F,True,True,True,13,Strong
%Y)(svd&!4k9,True,True,True,12,Strong
"v:([h1Gq,\G`",True,True,True,12,Strong
5-c@hQ\jo|5_JOyB,True,True,True,16,Strong
"rB[8?iP'`y&""'`",True,True,True,14,Strong
l!O4&,True,True,True,5,Weak
"u""_SvvAXp8Io~&uN",True,True,True,16,Strong
y[RbN=Q&AexR,True,True,True,12,Strong
X'/QN$,False,True,True,6,Medium
cT`Fe.f^bMju(,True,True,True,13,Strong
5Qkk`s,True,True,True,6,Medium
h^hY+g=Pw,True,True,True,9,Strong
*n2.c1,True,False,True,6,Medium
{f5s8EUP\36Y,True,True,True,12,Strong
A0r:q:=ZjW5CAeCK,True,True,True,16,Strong
xR(.s,True,True,True,5,Weak
x3;C],True,True,True,5,Weak
@26Wh@x\wd[,True,True,True,11,Strong
d_&-8]CFC@b,True,True,True,11,Strong
l'J5K:{sf}k`e!,True,True,True,14,Strong
j{Jv;z,True,True,True,6,Medium
BI]eUqX:)<ZI4Sc,True,True,True,15,Strong
m}f`rh)bA3(|5m_6,True,True,True,16,Strong
*=$$}\MCd7wauz,True,True,True,14,Strong
=P1]As`sbo?=}$C%,True,True,True,16,Strong
(2)~8OflgJ}h=+`,True,True,True,15,Strong
mWD}&,True,True,True,5,Weak
Vw:,True,True,True,3,Weak
PSH,False,True,False,3,Weak
fiHO&+#<|<ya:[?,True,True,True,15,Strong
VOS,False,True,False,3,Weak
v/H,True,True,True,3,Weak
o_m2!#hL=7'8s,True,True,True,13,Strong
6Q'sUQ:y`b_-,True,True,True,12,Strong
bY~Jjw0l,True,True,True,8,Strong
?&;K,False,True,True,4,Weak
"{t=8,S1=W`>NEau",True,True,True,15,Strong
>v6gJ4n6si/]0tx,True,True,True,15,Strong
"4}Fax2""",True,True,True,7,Medium
v+)Y,True,True,True,4,Weak
"4`bip""(9>|,Cr}",True,True,True,14,Strong
"xS:ss*iAa""b3{>7K",True,True,True,16,Strong
;Z=<2S_xH,True,True,True,9,Strong
0-}-d^,True,False,True,6,Medium
[FM=i5lN3,True,True,True,9,Strong
_mX.Q[I;4L,True,True,True,10,Strong
:890Z$zJe=<=jf8,True,True,True,15,Strong
ypGO/zB2C,True,True,True,9,Strong
"l""'bU(alnDPs",True,True,True,12,Strong
"H""?(.\@",False,True,True,7,Medium
"Pc={Htb_V]84,",True,True,True,13,Strong
6c7E],True,True,True,5,Weak
Y?'V#a;`f$`dV,True,True,True,13,Strong
S{b4M-{/$_jLIdoD,True,True,True,16,Strong
?3},False,False,True,3,Weak
3%)nx,True,False,True,5,Weak
"1RD?,<",False,True,True,6,Medium
"xy^dYNv'.yf=}""Q\",True,True,True,16,Strong
5x;*a'A7CnI_8|,True,True,True,14,Strong
Jk+%F,True,True,True,5,Weak
X<ZtdK~!Q!s*b)8],True,True,True,16,Strong
X?[W&,False,True,True,5,Weak
LP0]hYqY7NGv3,True,True,True,13,Strong
fW9$,True,True,True,4,Weak
BcsQ)L?tE?P9>w,True,True,True,14,Strong
mrt9hU>jVGM\<,True,True,True,13,Strong
}]yfuP,True,True,True,6,Medium
xS-0s_B>jqfYpg,True,True,True,14,Strong
"/""<=e:+",True,False,True,7,Medium
9uA~gwIi.Km<d,True,True,True,13,Strong
ltfz5[2,True,False,True,7,Medium
Botf&`rL,True,True,True,8,Strong
9S7FlsVa`*',True,True,True,11,Strong
\>n|hW_a<4K,True,True,True,11,Strong
"""[Y>",False,True,True,4,Weak
}Xi5-}Q,True,True,True,7,Medium
a;*deWbH]zm,True,True,True,11,Strong
61{i>,True,False,True,5,Weak
"xcG7XO(tEm,cvwk",True,True,True,15,Strong
A5YPAOnb,True,True,False,8,Medium
$w@jy,True,False,True,5,Weak
\|rE0ow6^$36[{,True,True,True,14,Strong
ZFLx~bCa|&_[,True,True,True,12,Strong
FNn4Le}[),True,True,True,9,Strong
<zx|k*QT9s*0d(,True,True,True,14,Strong
"U~s$!.$C""i%^:",True,True,True,13,Strong
NWv;.p7H-dC2yb,True,True,True,14,Strong
"dZ,DLX-o",True,True,True,8,Strong
;N'k}4Y,True,True,True,7,Medium
Tqviwmv:%v0{,True,True,True,12,Strong
4I=-a>,True,True,True,6,Medium
kF'E8,True,True,True,5,Weak
?rE_+NQ9%^j,True,True,True,11,Strong
"<H8xk+n""B",True,True,True,9,Strong
Eis]yb`O}EvxZ8zu,True,True,True,16,Strong
"K)""HLeCE&FHNsS",True,True,True,14,Strong
2%S=8zo,True,True,True,7,Medium
"6P6z""!xY2id",True,True,True,11,Strong
cTFSzF~Nzn=[+-/Q,True,True,True,16,Strong
[hC=@,True,True,True,5,Weak
\\8C,False,True,True,4,Weak
I;0Jj/f4d,True,True,True,9,Strong
_@gF`ZuBB.,True,True,True,10,Strong
S=1A.,False,True,True,5,Weak
",hf",True,False,True,3,Weak
UDKS)+aFK94u,True,True,True,12,Strong
"!Fw2""B*)""IMa`",True,True,True,13,Strong
ikA5,True,True,False,4,Weak
Aw%e6aq<-F,True,True,True,10,Strong
J?:LPLpC&*3.!|,True,True,True,14,Strong
|dnVU_X1\,True,True,True,9,Strong
e[(/}7gE9ngxU,True,True,True,13,Strong
[v[W6CCPXxWtxl<@,True,True,True,16,Strong
v@q%/a2<i;E=>y2,True,True,True,15,Strong
"Ur?'""",True,True,True,5,Weak
"=@>u'""9@I",True,True,True,9,Strong
"\i,PS_|]",True,True,True,8,Strong
"m$,(jn0,;",True,False,True,9,Medium
zO?Sn|HSt:hN4Dd,True,True,True,15,Strong
As2,True,True,False,3,Weak
_pV,True,True,True,3,Weak
QUmC`'<wFtj,True,True,True,11,Strong
s~A,True,True,True,3,Weak
"w8*1W!;|.;t,+kL#",True,True,True,16,Strong
~f~7B,True,True,True,5,Weak
YK9ihE>(N0a}Z;nU,True,True,True,16,Strong
<J%nF452l#gCr,True,True,True,13,Strong
KLaLsk=,True,True,True,7,Medium
QAbPOi(YWbZLG`,True,True,True,14,Strong
JWa5A2jX&GzAHI,True,True,True,14,Strong
!2x$R:Nd,True,True,True,8,Strong
7l*,True,False,True,3,Weak
Th1D,True,True,False,4,Weak
"'1*""az",True,False,True,6,Medium
"l4P,O)Bfvq)",True,True,True,11,Strong
w'=Xo,True,True,True,5,Weak
.ENAmDwdc0+,True,True,True,11,Strong
tF.r)en%d,True,True,True,9,Strong
r-0OceI#xl)-_,True,True,True,13,Strong
|B.\rHc5G9FZ^,True,True,True,13,Strong
G3h',True,True,True,4,Weak
iw%/K|O1,True,True,True,8,Strong
[$3ZB\.c,True,True,True,8,Strong
!bdGK,True,True,True,5,Weak
W+S=J@`,False,True,True,7,Medium
92KD@Uid,True,True,True,8,Strong
OLCcz*2@f\@BEsi,True,True,True,15,Strong
|Z`pSaT{U~}m,True,True,True,12,Strong
{CX8~[]W%niE\Po,True,True,True,15,Strong
NSoG(_TT,True,True,True,8,Strong
ec+,True,False,True,3,Weak
KS`Mnm/52A,True,True,True,10,Strong
KuaK,True,True,False,4,Weak
xxRW9Tj'-,True,True,True,9,Strong
4a]KB0s0(.Do,True,True,True,12,Strong
-.C^,False,True,True,4,Weak
G-I]io?c/6?Q,True,True,True,12,Strong
"~DN58)O`$T""cqs7t",True,True,True,16,Strong
JDhhZ@>?6oY;9b,True,True,True,14,Strong
n4(uK)WF=S!Q,True,True,True,12,Strong
^VT~='z*,True,True,True,8,Strong
t!fA,True,True,True,4,Weak
"[Fei,t",True,True,True,6,Medium
Fkz#Z&,True,True,True,6,Medium
.P!dwg>'n^m,True,True,True,11,Strong
"yZA|-ye]""o1M",True,True,True,12,Strong
GFIBOeYr'G,True,True,True,10,Strong
Y&U~_b\JAg,True,True,True,10,Strong
k&8m(_B+^fq29,True,True,True,13,Strong
%dn_<bAP2xZ,True,True,True,11,Strong
[.s&=tP\z]3,True,True,True,11,Strong
NV9+rDT,True,True,True,7,Medium
9Iuacns,True,True,False,7,Medium
u.>4$r,True,False,True,6,Medium
ZV>L=K}1,False,True,True,8,Medium
gX'WH6?C?.CjUy~,True,True,True,15,Strong
